Date surveyed,Site,Plot,Species,C_E_or_T,Rep,"Phenology (I, B, F, S)",Neighbour_sp,Neighbour_count,Number neighbours flowering or seeding,Notes
11/09/2020,7,C,HYGL,C,1,I,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,ARCA,E,1,B,NA,NA,NA,
11/09/2020,7,C,POLE,T,2,B,NA,NA,NA,
11/09/2020,7,C,POLE,E,3,F,NA,NA,NA,
11/09/2020,7,A,PEAI,T,1,I,NA,NA,NA,
11/09/2020,7,A,ARCA,E,1,B,NA,NA,NA,
11/09/2020,7,A,PEAI,E,1,B,NA,NA,NA,
11/09/2020,7,A,PEAI,E,2,B,NA,NA,NA,
11/09/2020,7,A,VERO,E,1,S,NA,NA,NA,
11/09/2020,7,A,ARCA,E,3,B,Dodder,NA,NA,Dodder not on focal
11/09/2020,7,A,POLE,E,1,F,NA,NA,NA,
11/09/2020,7,A,TROR,E,2,S,NA,NA,NA,
11/09/2020,7,A,LARO,C,2,F,Dodder,NA,F,"Dodder on focal, a lot"
11/09/2020,7,A,LARO,C,2,F,POMU,7,1,
11/09/2020,7,A,LARO,C,2,F,VERO,4,4,
11/09/2020,7,A,LARO,C,2,F,CRCO,4,0,
11/09/2020,7,A,VERO,C,1,S,POMU,9,0,
11/09/2020,7,A,VERO,C,1,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,VERO,C,1,S,VERO,6,6,
11/09/2020,7,A,VERO,C,1,S,CHPS,11,0,
11/09/2020,7,A,PEAI,C,2,I,VERO,4,3,
11/09/2020,7,A,PEAI,C,2,I,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,PEAI,C,2,I,POMU,3,0,
11/09/2020,7,A,ARCA,C,1,I,VERO,10,8,
11/09/2020,7,A,ARCA,C,1,I,POMU,3,0,
11/09/2020,7,A,ARCA,C,1,I,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,PEAI,E,3,I,NA,NA,NA,
11/09/2020,7,A,HYGL,C,2,S,POMU,5,0,
11/09/2020,7,A,HYGL,C,2,S,VERO,3,3,
11/09/2020,7,A,HYGL,C,2,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,HYGL,C,2,S,CHPS,4,0,
11/09/2020,7,A,HYGL,C,2,S,CRCO,9,0,
11/09/2020,7,A,TROR,T,1,S,NA,NA,NA,
11/09/2020,7,A,HYGL,C,3,F,VERO,5,5,
11/09/2020,7,A,HYGL,C,3,F,POMU,6,0,
11/09/2020,7,A,HYGL,C,3,F,HYGL,1,1,
11/09/2020,7,A,HYGL,C,3,F,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TRCY,C,1,S,VERO,8,8,
11/09/2020,7,A,TRCY,C,1,S,POMU,7,0,
11/09/2020,7,A,TRCY,C,1,S,CRCO,1,0,
11/09/2020,7,A,TRCY,C,1,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,TRCY,E,2,S,NA,NA,NA,"Page 4, 11/09"
11/09/2020,7,A,VERO,C,3,S,VERO,2,2,
11/09/2020,7,A,VERO,C,3,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,VERO,C,3,S,POMU,1,0,
11/09/2020,7,A,VERO,C,3,S,CRCO,1,0,
11/09/2020,7,A,LARO,C,1,I,POMU,2,0,Top gone
11/09/2020,7,A,LARO,C,1,I,VERO,3,2,
11/09/2020,7,A,LARO,C,1,I,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,VERO,E,2,S,NA,NA,NA,
11/09/2020,7,A,LARO,E,2,S,NA,NA,NA,
11/09/2020,7,A,TRCY,E,1,S,NA,NA,NA,Dodder
11/09/2020,7,A,TROR,C,1,B,Dodder,NA,F,Dodder not on focal
11/09/2020,7,A,TROR,C,1,B,VERO,8,7,
11/09/2020,7,A,TRCY,C,3,S,Dodder,NA,F,Dodder on focal. Covered in dodder flowers
11/09/2020,7,A,TRCY,C,3,S,POMU,1,0,
11/09/2020,7,A,TRCY,C,3,S,VERO,11,5,
11/09/2020,7,A,TRCY,C,3,S,CRCO,4,0,
11/09/2020,7,A,TROR,C,2,S,VERO,13,9,Accidentally came up with dodder. Almost dead anyway. Collected
11/09/2020,7,A,TROR,C,2,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TROR,C,2,S,POMU,1,0,
11/09/2020,7,A,TRCY,C,2,T,VERO,11,8,
11/09/2020,7,A,TRCY,C,2,T,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TRCY,C,2,T,POMU,1,0,
11/09/2020,7,A,VERO,E,3,S,NA,NA,NA,
11/09/2020,7,A,TRCY,E,3,S,NA,NA,NA,
11/09/2020,7,A,PEAI,C,3,S,VERO,12,12,
11/09/2020,7,A,VERO,T,1,S,Dodder,NA,NA,Dodder
11/09/2020,7,A,TROR,C,3,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,TROR,C,3,S,VERO,6,6,
11/09/2020,7,A,TROR,C,3,S,CHPS,1,0,
11/09/2020,7,A,TROR,C,3,S,CRCO,2,0,
11/09/2020,7,A,TROR,E,3,S,NA,NA,NA,
11/09/2020,7,A,PEAI,C,1,NA,VERO,9,9,Dead focal
11/09/2020,7,A,PEAI,C,1,NA,POMU,4,1,
11/09/2020,7,A,PEAI,C,1,NA,CRCO,3,0,
11/09/2020,7,A,PEAI,C,1,NA,Dodder,NA,F,
11/09/2020,7,A,LARO,T,2,S,NA,NA,NA,
11/09/2020,7,A,VERO,C,2,NA,VERO,3,3,Old T2
11/09/2020,7,A,VERO,C,2,NA,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,VERO,C,2,NA,POMU,6,0,
11/09/2020,7,A,LARO,E,3,F,NA,NA,NA,
11/09/2020,7,A,HYGL,E,1,B,Dodder,NA,NA,Dodder
11/09/2020,7,A,TROR,E,1,S,NA,NA,NA,
11/09/2020,7,A,TROR,E,2,S,NA,NA,NA,
11/09/2020,7,A,LARO,E,1,F,NA,NA,NA,
11/09/2020,7,A,PEAI,E,2,I,NA,NA,NA,
11/09/2020,7,A,HYGL,C,1,I,Dodder,NA,F,Dodder on focal
11/09/2020,7,A,HYGL,C,1,I,VERO,12,12,
11/09/2020,7,C,TROR,T,1,S,NA,NA,NA,
11/09/2020,7,C,TROR,T,2,S,NA,NA,NA,
11/09/2020,7,C,TRCY,T,2,S,NA,NA,NA,
11/09/2020,7,C,LARO,E,3,F,NA,NA,NA,
11/09/2020,7,C,TROR,E,2,S,NA,NA,NA,
11/09/2020,7,C,PEAI,C,3,F,POMU,3,0,
11/09/2020,7,C,PEAI,C,3,F,VERO,10,9,
11/09/2020,7,C,PEAI,C,3,F,CHPS,57,0,
11/09/2020,7,C,PEAI,C,3,F,CRCO,2,0,
11/09/2020,7,C,PEAI,C,3,F,Dodder,NA,NA,Dodder not on focal
11/09/2020,7,C,TRCY,C,2,S,VERO,15,15,
11/09/2020,7,C,TRCY,C,2,S,POMU,1,0,
11/09/2020,7,C,TRCY,C,2,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,C,TRCY,C,2,S,CRCO,6,0,
11/09/2020,7,C,TRCY,C,2,S,CHPS,2,1,
11/09/2020,7,C,HYGL,E,2,I,NA,NA,NA,
11/09/2020,7,C,ARCA,E,3,B,NA,NA,NA,
11/09/2020,7,C,TRCY,C,1,S,VERO,8,8,
11/09/2020,7,C,TRCY,C,1,S,POMU,3,0,
11/09/2020,7,C,TRCY,C,1,S,CHPS,6,4,Just realised what flowers look like
11/09/2020,7,C,TRCY,C,1,S,CRCO,50,0,
11/09/2020,7,C,TRCY,C,1,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,C,VERO,T,2,S,NA,NA,NA,
11/09/2020,7,C,TROR,C,3,S,VERO,2,2,
11/09/2020,7,C,TROR,C,3,S,CHPS,12,0,
11/09/2020,7,C,TROR,C,3,S,CRCO,46,0,
11/09/2020,7,C,TRCY,T,1,S,NA,NA,NA,
11/09/2020,7,C,TROR,C,1,F,VERO,10,9,
11/09/2020,7,C,TROR,C,1,F,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,TRCY,E,1,S,NA,NA,NA,
11/09/2020,7,C,HYGL,C,2,NA,VERO,9,9,
11/09/2020,7,C,HYGL,C,2,NA,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,HYGL,C,2,NA,CHPS,1,0,
11/09/2020,7,C,HYGL,C,2,NA,POMU,2,0,
11/09/2020,7,C,HYGL,C,2,NA,UNK GRASS 2,1,0,
11/09/2020,7,C,HYGL,E,1,F,Dodder,NA,NA,Dodder
11/09/2020,7,C,VERO,C,3,S,VERO,11,10,
11/09/2020,7,C,VERO,C,3,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,C,VERO,C,3,S,CHPS,4,0,
11/09/2020,7,C,VERO,C,3,S,CRCO,19,0,
11/09/2020,7,C,LARO,C,1,S,Dodder,NA,F,"Dodder on focal. Two immature and inviable LARO seeds, eaten?"
11/09/2020,7,C,LARO,C,1,S,VERO,14,14,
11/09/2020,7,C,LARO,C,1,S,CHPS,2,0,
11/09/2020,7,C,LARO,C,1,S,CRCO,6,0,
11/09/2020,7,C,LARO,C,1,S,PEAI,1,1,
11/09/2020,7,C,TRCY,C,3,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,TRCY,C,3,S,VERO,10,9,
11/09/2020,7,C,TRCY,C,3,S,POMU,1,0,
11/09/2020,7,C,TRCY,C,3,S,CRCO,30,0,
11/09/2020,7,C,TRCY,E,3,S,NA,NA,NA,
11/09/2020,7,C,VERO,C,2,S,VERO,13,13,
11/09/2020,7,C,VERO,C,2,S,POMU,3,0,
11/09/2020,7,C,VERO,C,2,S,CHPS,3,0,
11/09/2020,7,C,VERO,C,2,S,CRCO,4,0,
11/09/2020,7,C,VERO,C,2,S,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,VERO,C,1,S,Dodder,NA,F,Dodder on focal
11/09/2020,7,C,VERO,C,1,S,VERO,17,16,
11/09/2020,7,C,VERO,C,1,S,POMU,1,0,
11/09/2020,7,C,VERO,C,1,S,CHPS,1,0,
11/09/2020,7,C,VERO,C,1,S,CRCO,3,0,
11/09/2020,7,C,VERO,C,1,S,CRCL,1,0,
11/09/2020,7,C,PEAI,E,2,I,NA,NA,NA,
11/09/2020,7,C,PEAI,T,2,F,NA,NA,NA,
11/09/2020,7,C,HYGL,T,2,S,Dodder,NA,NA,Dodder
11/09/2020,7,C,ARCA,C,3,B,Dodder,NA,F,Dodder on focal
11/09/2020,7,C,ARCA,C,3,B,CHPS,3,0,
11/09/2020,7,C,ARCA,C,3,B,VERO,5,5,
11/09/2020,7,C,ARCA,C,3,B,PEAI,1,0,
11/09/2020,7,C,ARCA,C,3,B,POMU,1,0,
11/09/2020,7,C,ARCA,C,3,B,CRCO,7,0,
11/09/2020,7,C,ARCA,E,2,B,NA,NA,NA,
11/09/2020,7,C,VERO,T,1,B,NA,NA,NA,
11/09/2020,7,C,POLE,E,1,F,NA,NA,NA,
11/09/2020,7,C,TROR,E,3,S,NA,NA,NA,
11/09/2020,7,C,LARO,E,1,F,NA,NA,NA,
11/09/2020,7,C,LARO,C,3,F,VERO,7,7,
11/09/2020,7,C,LARO,C,3,F,CHPS,3,0,
11/09/2020,7,C,LARO,C,3,F,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,LARO,C,3,F,CRCO,8,0,
11/09/2020,7,C,HYGL,E,3,S,NA,NA,NA,
11/09/2020,7,C,LARO,E,2,S?,NA,NA,NA,"Dead, flower open. No seeds"
11/09/2020,7,C,PEAI,C,1,F,Dodder,NA,F,Dodder not on focal
11/09/2020,7,C,PEAI,C,1,F,CHPS,30,0,
11/09/2020,7,C,PEAI,C,1,F,CRCO,6,0,
11/09/2020,7,C,LARO,T,1,F,NA,NA,NA,
11/09/2020,7,C,VERO,E,1,S,NA,NA,NA,
11/09/2020,7,C,VERO,E,2,S,NA,NA,NA,
11/09/2020,7,C,PEAI,T,1,B,NA,NA,NA,
11/09/2020,7,C,PEAI,E,1,F,NA,NA,NA,
11/09/2020,7,C,VERO,E,3,S,NA,NA,NA,
11/09/2020,7,C,TROR,E,1,S,NA,NA,NA,
12/09/2020,3,C,POLE,C,1,I,POCA,1,0,Old E. Dead
12/09/2020,3,C,POLE,C,1,I,Erodium,1,1,
12/09/2020,3,C,PEAI,C,1,B,POCA,1,0,Old E
12/09/2020,3,C,PEAI,C,1,B,Cheilanthes,NA,NA,
12/09/2020,3,C,PEAI,C,1,B,UNK 8,NA,NA,Red dot?
12/09/2020,3,C,VERO,E,3,F,NA,NA,NA,
12/09/2020,3,C,TROR,T,1,S,NA,NA,NA,
12/09/2020,3,C,LARO,E,2,I,NA,NA,NA,
12/09/2020,3,C,TRCY,T,2,S,NA,NA,NA,
12/09/2020,3,C,TRCY,C,2,S,NA,NA,NA,No neighbours
12/09/2020,3,C,LARO,E,3,F,NA,NA,NA,
12/09/2020,3,C,TRCY,C,3,S,PLDE,1,1,
12/09/2020,3,C,TRCY,C,3,S,BRCI,2,2,
12/09/2020,3,C,TRCY,E,1,S,NA,NA,NA,
12/09/2020,3,C,TROR,C,3,S,BRCI,1,1,
12/09/2020,3,B,TRCY,E,1,S,NA,NA,NA,
12/09/2020,3,B,PEAI,C,3,I,POCA,1,0,
12/09/2020,3,B,PEAI,C,3,I,WAAC,1,1,
12/09/2020,3,B,PEAI,C,3,I,UNK 9,1,0,Looks kinda like a Trachymene seedling
12/09/2020,3,B,TROR,E,3,S,NA,NA,NA,
12/09/2020,3,B,VERO,E,2,B,NA,NA,NA,
12/09/2020,3,B,VERO,C,1,F,GITE,1,1,Old E
12/09/2020,3,B,PEAI,E,2,I,NA,NA,NA,
12/09/2020,3,B,PEAI,E,3,B,NA,NA,NA,
12/09/2020,3,B,VERO,C,2,B,Cheilanthes,1,0,Old T
12/09/2020,3,B,VERO,C,2,B,GOBE,1,1,
12/09/2020,3,B,PLDE,E,1,F,NA,NA,NA,
12/09/2020,3,B,LARO,E,3,F,NA,NA,NA,
12/09/2020,3,B,ARCA,C,2,I,NA,NA,NA,No neighbours
12/09/2020,3,B,PLDE,C,1,NA,NA,NA,NA,Dead
12/09/2020,3,B,POLE,T,1,I,NA,NA,NA,Keep checking ID of 'focal'
12/09/2020,3,B,VERO,E,3,B,NA,NA,NA,
12/09/2020,3,B,TRCY,E,3,S,NA,NA,NA,
12/09/2020,3,B,PLDE,C,3,B,Cheilanthes,6,0,
12/09/2020,3,B,PLDE,C,3,B,WAAC,1,1,
12/09/2020,3,B,HYGL,E,2,I,Cheilanthes,5,0,
12/09/2020,3,B,PEAI,C,2,B,GITE,1,1,
12/09/2020,3,B,PEAI,C,2,B,GOBE,1,0,
12/09/2020,3,B,PEAI,C,2,B,Cheilanthes,2,0,
12/09/2020,3,B,ARCA,E,2,B,NA,NA,NA,
12/09/2020,3,B,HYGL,E,1,F,NA,NA,NA,
12/09/2020,3,B,TRCY,C,1,S,WAAC,1,0,
12/09/2020,3,B,TRCY,C,1,S,Cheilanthes,1,0,
12/09/2020,3,B,ARCA,C,1,B,WAAC,2,2,
12/09/2020,3,B,ARCA,C,1,B,Cheilanthes,1,0,
12/09/2020,3,B,ARCA,C,1,B,UNKNOWN GRASS,1,0,UG3
12/09/2020,3,B,LARO,E,1,I,NA,NA,NA,Almost dead
12/09/2020,6,B,ARCA,C,2,B,VERO,4,4,
12/09/2020,6,B,ARCA,C,2,B,POMU,5,0,
12/09/2020,6,B,ARCA,C,2,B,Dodder,NA,F,Dodder not on focal
12/09/2020,6,B,ARCA,C,2,B,CHPS,2,NA,
12/09/2020,6,B,LARO,E,1,F,Dodder,NA,NA,Dodder
12/09/2020,6,B,PEAI,C,3,NA,VERO,19,18,Old T2
12/09/2020,6,B,PEAI,C,3,NA,CHPS,5,0,
12/09/2020,6,B,PEAI,C,3,NA,POMU,3,0,
12/09/2020,6,B,PEAI,C,3,NA,Dodder,NA,F,Dodder not on focal
12/09/2020,6,B,PEAI,E,1,I,NA,NA,NA,
12/09/2020,6,B,TROR,E,3,S,Dodder,NA,NA,Dodder
12/09/2020,6,B,ARCA,C,3,B,VERO,11,11,Old T2
12/09/2020,6,B,ARCA,C,3,B,PEAI,1,NA,
12/09/2020,6,B,ARCA,C,3,B,Dodder,NA,F,Dodder not on focal
12/09/2020,6,B,TRCY,E,3,S,NA,NA,NA,"Dodder. Some D damaged. Not bagged, photo taken"
12/09/2020,6,B,TRCY,C,1,S,VERO,11,11,
12/09/2020,6,B,TRCY,C,1,S,POMU,5,1,
12/09/2020,6,B,TRCY,C,1,S,BRCI,1,1,
12/09/2020,6,B,TRCY,C,1,S,ARCO,1,1,
12/09/2020,6,B,TRCY,C,1,S,Dodder,NA,F,Dodder not on focal
12/09/2020,3,C,LARO,C,3,S?,BRCI,2,0,"Flower open, no seeds"
12/09/2020,3,C,VERO,C,1,F,WAAC,1,1,
12/09/2020,3,C,VERO,C,1,F,BRCI,6,0,
12/09/2020,3,C,VERO,E,1,S,NA,NA,NA,
12/09/2020,3,C,TRCY,C,1,S,VERO,2,0,
12/09/2020,3,C,TRCY,C,1,S,Erodium,1,0,Photo
12/09/2020,3,C,PEAI,E,1,I,NA,NA,NA,
12/09/2020,3,C,TROR,E,1,S,NA,NA,NA,
12/09/2020,3,C,VERO,T,2,S,NA,NA,NA,
12/09/2020,3,C,TROR,E,3,S,NA,NA,NA,
12/09/2020,3,C,LARO,C,1,B,BRCI,1,1,
12/09/2020,3,C,TROR,T,2,S,NA,NA,NA,
12/09/2020,3,C,LARO,C,2,NA,BRCI,3,3,Focal very dead - gone
12/09/2020,3,C,LARO,C,2,NA,UNK 7,1,0,VERO? What do WAAC cotyledons look like?
12/09/2020,3,C,TRCY,E,3,S,NA,NA,NA,
12/09/2020,3,C,PEAI,C,3,S,BRCI,2,2,
12/09/2020,3,C,TRCY,E,2,S,NA,NA,NA,
12/09/2020,3,C,PEAI,E,3,S,NA,NA,NA,Old C1
12/09/2020,3,C,PLDE,E,1,I,NA,NA,NA,Top gone
12/09/2020,3,C,TRCY,T,1,S,NA,NA,NA,
12/09/2020,3,C,PEAI,E,2,F,NA,NA,NA,
12/09/2020,3,C,PLDE,C,1,I,WAAC,2,2,
12/09/2020,3,C,PLDE,C,1,I,Erodium,1,1,
12/09/2020,3,C,PLDE,C,1,I,BRCI,2,2,
12/09/2020,3,C,TROR,C,1,NA,WAAC,1,1,Focal dead - gone
12/09/2020,3,C,PEAI,C,2,S,WAAC,3,3,
12/09/2020,3,C,TROR,E,2,I,NA,NA,NA,Almost dead. Old C1
12/09/2020,6,B,ARCA,C,1,B,Dodder,NA,F,Dodder on focal
12/09/2020,6,B,ARCA,C,1,B,VERO,5,5,
12/09/2020,6,B,ARCA,C,1,B,POMU,3,1,
12/09/2020,6,B,ARCA,C,1,B,BRCI,1,1,
12/09/2020,6,B,TROR,C,2,S,VERO,9,NA,Wrote F for VERO phenology
12/09/2020,6,B,TROR,C,2,S,Dodder,NA,F,Dodder on focal
12/09/2020,6,B,TROR,C,2,S,POMU,5,0,
12/09/2020,6,B,TROR,C,2,S,ARCO,1,0,
12/09/2020,6,B,TROR,C,2,S,UNK 6,5,0,Bright green - grass? Straight up through soil
12/09/2020,6,B,VERO,C,3,S,Dodder,NA,F,Dodder on focal
12/09/2020,6,B,VERO,C,3,S,VERO,6,6,
12/09/2020,6,B,VERO,C,3,S,POMU,5,0,
12/09/2020,6,B,VERO,C,3,S,CHPS,1,0,
12/09/2020,6,B,TRCY,T,1,S,Dodder,NA,NA,Dodder
12/09/2020,6,B,ARCA,E,1,B,NA,NA,NA,
12/09/2020,6,B,TROR,E,1,S,NA,NA,NA,
12/09/2020,6,B,TROR,C,3,I,Dodder,NA,F,Dodder not on focal
12/09/2020,6,B,TROR,C,3,I,VERO,21,NA,Notes say VERO F for phenology
12/09/2020,6,B,TROR,C,3,I,CHPS,16,0,
12/09/2020,6,B,TROR,C,3,I,POMU,10,1,
12/09/2020,6,B,TROR,C,3,I,BRCI,1,1,
12/09/2020,6,B,LARO,E,3,I,NA,NA,NA,
12/09/2020,6,B,HYGL,E,2,S,NA,NA,NA,
12/09/2020,6,B,TROR,T,2,S,NA,NA,NA,
12/09/2020,6,B,POLE,C,1,I,Dodder,NA,F,"Dodder on focal, smothered"
12/09/2020,6,B,POLE,C,1,I,VERO,27,27,
12/09/2020,6,B,POLE,C,1,I,POMU,3,0,
12/09/2020,6,B,POLE,C,1,I,CHPS,4,0,
12/09/2020,6,B,VERO,C,1,S,VERO,7,7,
12/09/2020,6,B,VERO,C,1,S,Dodder,NA,F,Dodder not on focal
12/09/2020,6,B,VERO,C,1,S,POMU,3,0,
12/09/2020,6,B,VERO,C,1,S,CHPS,6,0,
12/09/2020,6,B,VERO,C,1,S,BRCI,1,1,
12/09/2020,6,B,TRCY,E,2,S,NA,NA,NA,
12/09/2020,6,B,PEAI,E,2,B,NA,NA,NA,
12/09/2020,6,B,LARO,C,3,F,VERO,5,5,
12/09/2020,6,B,LARO,C,3,F,POMU,6,0,
12/09/2020,6,B,LARO,C,3,F,CHPS,4,0,
12/09/2020,6,B,LARO,C,3,F,Erodium,1,1,
12/09/2020,6,B,LARO,C,3,F,BRCI,1,0,
12/09/2020,6,B,LARO,T,2,F,NA,NA,NA,
12/09/2020,6,B,POLE,C,2,I,VERO,12,12,Top gone
12/09/2020,6,B,POLE,C,2,I,POMU,3,0,
12/09/2020,6,B,POLE,C,2,I,CHPS,4,0,
12/09/2020,6,B,LARO,T,1,F,NA,NA,NA,One small flower open no seeds
12/09/2020,6,B,POLE,E,1,F,NA,NA,NA,
12/09/2020,6,B,HYGL,E,1,S,NA,NA,NA,
12/09/2020,6,B,TRCY,T,2,S,NA,NA,NA,
12/09/2020,6,B,VERO,E,2,S,NA,NA,NA,
12/09/2020,6,C,PEAI,E,1,I,NA,NA,NA,Almost dead
12/09/2020,6,C,LARO,C,1,S,POMU,12,1,"Focal dead, bag collected"
12/09/2020,6,C,HYGL,C,1,B,POMU,15,2,
12/09/2020,6,C,HYGL,C,1,B,VERO,1,0,
12/09/2020,6,C,ARCA,C,1,I,POMU,14,0,
12/09/2020,6,C,ARCA,C,1,I,VERO,1,1,
12/09/2020,6,C,HYGL,C,2,B,POMU,23,2,
12/09/2020,6,C,PEAI,E,2,I,NA,NA,NA,
12/09/2020,6,C,TRCY,C,1,S,POMU,15,0,
12/09/2020,6,C,TRCY,C,1,S,CRCO,4,0,
12/09/2020,6,C,TRCY,C,2,S,POMU,11,1,
12/09/2020,6,C,TRCY,C,2,S,VERO,1,1,
12/09/2020,6,C,TRCY,C,2,S,CRCO,50,0,
12/09/2020,6,C,TRCY,C,2,S,CHPS,4,0,
12/09/2020,6,C,VERO,C,2,F,POMU,2,0,
12/09/2020,6,C,VERO,C,2,F,CHPS,3,0,
12/09/2020,6,C,VERO,C,2,F,CRCO,15,0,
12/09/2020,6,C,TROR,C,3,S,VERO,2,2,
12/09/2020,6,C,TROR,C,3,S,CHPS,5,0,
12/09/2020,6,C,TROR,C,3,S,POMU,7,0,
12/09/2020,6,C,TROR,C,3,S,CRCO,6,0,
12/09/2020,6,C,TROR,C,3,S,BRCI,1,0,
12/09/2020,6,C,PEAI,T,2,I,NA,NA,NA,
12/09/2020,6,C,ARCA,E,1,I,NA,NA,NA,Dead
12/09/2020,6,C,PEAI,T,1,B,NA,NA,NA,
12/09/2020,6,C,HYGL,E,2,F,NA,NA,NA,
12/09/2020,6,C,HYGL,C,3,B,VERO,2,2,
12/09/2020,6,C,HYGL,C,3,B,POMU,4,0,
12/09/2020,6,C,HYGL,C,3,B,CHPS,6,0,
12/09/2020,6,C,HYGL,C,3,B,BRCI,1,0,
12/09/2020,6,C,HYGL,C,3,B,UNK 5 ,1,0,"Budding, a Goodenia. Bud has a bit sticking out of centre"
12/09/2020,6,C,PEAI,E,3,I,NA,NA,NA,
12/09/2020,6,B,POLE,C,3,I,VERO,4,3,Top gone
12/09/2020,6,B,POLE,C,3,I,POMU,6,0,
12/09/2020,6,B,POLE,C,3,I,CHPS,6,0,
12/09/2020,6,B,POLE,C,3,I,CRCO,7,0,
12/09/2020,6,B,HYGL,E,3,S,Dodder,NA,NA,Dodder. Leaves lost trying to remove dodder
12/09/2020,6,B,HYGL,C,2,F,Dodder,NA,F,Dodder on focal
12/09/2020,6,B,HYGL,C,2,F,POMU,6,0,
12/09/2020,6,B,HYGL,C,2,F,VERO,8,7,
12/09/2020,6,B,HYGL,C,2,F,BRCI,1,1,
12/09/2020,6,B,HYGL,C,2,F,CHPS,3,0,
12/09/2020,6,B,HYGL,C,2,F,CRCO,2,0,
12/09/2020,6,B,TROR,E,2,S,NA,NA,NA,
12/09/2020,6,B,TROR,T,1,S,NA,NA,NA,Dying
12/09/2020,6,B,TRCY,E,1,S,NA,NA,NA,
12/09/2020,6,B,ARCA,E,3,B,NA,NA,NA,
12/09/2020,6,B,POLE,E,3,F,Dodder,NA,NA,Dodder
