Site,Plot,Row,Column,Species,C_E_or_T,Rep,Number_seeds_sown,February_germination,Number_germinated,Notes_germination
2,C,10,7,HYGL,C,2,15,0,1,NA
2,C,10,8,PEAI,T,1,15,0,0,NA
2,C,10,9,HYGL,C,3,15,0,0,NA
3,A,1,1,LARO,T,2,15,0,0,Swap
3,A,1,2,LARO,C,1,15,0,0,NA
3,A,1,3,ARCA,C,1,15,2,1,NA
3,A,1,4,HYGL,C,1,15,0,0,NA
3,A,1,5,VERO,E,2,15,0,4,NA
3,A,1,6,PLDE,T,1,15,0,4,Plus 4g
3,A,1,7,HYGL,T,2,15,0,4,NA
3,A,1,8,POLE,T,2,15,0,0,NA
3,A,1,9,PEAI,E,1,15,0,2,NA
3,A,2,1,POLE,E,3,15,0,0,NA
3,A,2,2,ARCA,C,2,15,0,0,NA
3,A,2,3,TRCY,C,2,15,0,1,NA
3,A,2,4,ARCA,T,1,15,0,0,NA
3,A,2,5,LARO,E,3,15,0,5,NA
3,A,2,6,PLDE,T,2,15,0,0,Swap
3,A,2,7,PEAI,E,3,15,0,5,NA
3,A,2,8,HYGL,C,3,15,0,0,NA
3,A,2,9,TRCY,C,1,15,0,4,NA
3,A,3,1,POLE,E,2,15,0,0,NA
3,A,3,2,HYGL,E,1,15,0,0,NA
3,A,3,3,PEAI,C,2,15,0,0,NA
3,A,3,4,TRCY,C,3,15,0,0,NA
3,A,3,5,TRCY,E,1,15,0,8,NA
3,A,3,6,TROR,C,3,15,0,1,Late germination
3,A,3,7,PLDE,C,3,15,0,9,Swap
3,A,3,8,POLE,E,1,15,0,0,NA
3,A,3,9,HYGL,E,2,15,0,0,NA
3,A,4,1,VERO,E,3,15,1,5,Swap
3,A,4,2,ARCA,E,1,25,5,2,NA
3,A,4,3,POLE,C,2,15,0,0,NA
3,A,4,4,TROR,T,1,15,0,1,NA
3,A,4,5,TROR,T,2,15,0,1,NA
3,A,4,6,PEAI,C,3,15,0,0,NA
3,A,4,7,PLDE,C,2,15,0,3,NA
3,A,4,8,PEAI,T,2,15,0,1,NA
3,A,4,9,ARCA,E,2,15,0,9,NA
3,A,5,1,TROR,E,2,15,0,4,NA
3,A,5,2,VERO,C,1,15,0,1,Swap
3,A,5,8,TRCY,T,2,15,0,2,NA
3,A,5,9,TROR,E,3,15,0,1,NA
3,A,6,1,POLE,C,3,15,0,0,NA
3,A,6,2,ARCA,T,2,15,1,1,Late germination
3,A,6,8,VERO,T,2,15,1,0,Swap
3,A,6,9,PLDE,E,1,15,0,6,NA
3,A,7,1,VERO,C,3,15,0,3,NA
3,A,7,2,VERO,C,2,15,0,3,Swap
3,A,7,8,POLE,T,1,15,0,0,NA
3,A,7,9,PEAI,T,1,15,0,0,NA
3,A,8,1,LARO,E,1,15,0,2,NA
3,A,8,2,LARO,C,2,15,0,4,Swap
3,A,8,3,TRCY,E,3,15,0,4,NA
3,A,8,4,POLE,C,1,15,0,0,NA
3,A,8,6,HYGL,E,3,15,0,0,NA
3,A,8,7,PEAI,E,2,15,0,0,NA
3,A,8,8,LARO,C,3,15,0,5,NA
3,A,8,9,TRCY,E,2,15,0,3,NA
3,A,9,1,PEAI,C,1,15,0,0,NA
3,A,9,2,HYGL,T,1,15,0,0,NA
3,A,9,3,VERO,T,1,15,0,0,Swap
3,A,9,4,TROR,E,1,15,0,1,NA
3,A,9,6,LARO,E,2,15,0,1,Swap
3,A,9,7,TROR,C,1,15,0,2,NA
3,A,9,8,HYGL,C,2,15,0,2,NA
3,A,9,9,TRCY,T,4,15,0,0,"Renaming this TRCY T4 since in original sheet was TRCY_T1 in species name, no germination"
3,A,10,1,ARCA,C,3,15,0,1,NA
3,A,10,2,PLDE,E,2,15,0,2,NA
3,A,10,3,PLDE,E,3,15,0,2,NA
3,A,10,4,VERO,E,1,15,0,4,NA
3,A,10,6,LARO,T,1,15,0,0,Swap
3,A,10,7,PLDE,C,1,15,0,2,NA
3,A,10,8,ARCA,E,3,15,0,4,NA
3,A,10,9,TROR,C,2,15,0,0,NA
3,B,1,1,TROR,E,2,15,0,1,NA
3,B,1,2,TRCY,E,1,15,0,3,Swap
3,B,1,3,PEAI,C,3,15,0,2,Plus 2g
3,B,1,4,TROR,E,3,15,0,1,NA
3,B,1,5,LARO,C,1,15,0,0,NA
3,B,1,6,POLE,C,2,15,0,0,NA
3,B,1,7,ARCA,T,2,15,1,0,Swap
3,B,1,8,HYGL,C,1,15,0,0,NA
3,B,1,9,LARO,E,2,15,0,0,NA
3,B,2,1,LARO,C,3,15,0,0,NA
3,B,2,2,VERO,E,2,15,0,1,NA
3,B,2,3,HYGL,T,2,15,0,0,NA
3,B,2,4,LARO,C,2,15,0,0,NA
3,B,2,5,VERO,C,1,15,0,7,Swap
3,B,2,6,ARCA,E,1,15,1,5,Swap
3,B,2,7,PLDE,T,2,15,0,0,Swap
3,B,2,8,HYGL,E,3,15,0,0,NA
3,B,2,9,POLE,C,1,15,0,0,NA
3,B,3,1,TROR,T,1,15,0,0,Swap
3,B,3,2,POLE,E,1,15,0,0,NA
3,B,3,3,PEAI,E,2,15,0,2,NA
3,B,3,4,PEAI,E,1,15,0,2,NA
3,B,3,5,PEAI,E,3,15,0,3,NA
3,B,3,6,ARCA,T,1,15,2,0,Swap
3,B,3,7,PLDE,C,2,15,0,1,Swap
3,B,3,8,TRCY,C,2,15,0,6,NA
3,B,3,9,VERO,E,1,15,0,7,Swap
3,B,4,1,PLDE,T,1,15,0,6,NA
3,B,4,2,VERO,C,2,15,0,3,Swap
3,B,4,3,HYGL,T,1,15,0,0,NA
3,B,4,4,ARCA,C,3,15,2,2,NA
3,B,4,5,PEAI,T,2,15,0,1,NA
3,B,4,6,LARO,E,1,15,0,2,NA
3,B,4,7,ARCA,E,3,25,5,3,NA
3,B,4,8,POLE,E,2,15,0,0,NA
3,B,4,9,POLE,C,3,15,0,0,NA
3,B,5,1,PLDE,E,1,15,0,3,Plus 2g
3,B,5,2,TROR,T,2,15,0,0,NA
3,B,5,8,TROR,C,1,15,0,0,NA
3,B,5,9,TROR,E,1,15,0,4,Swap
3,B,6,1,TRCY,C,3,15,0,0,NA
3,B,6,2,VERO,T,1,15,0,0,Swap
3,B,6,8,TRCY,C,1,15,0,6,NA
3,B,6,9,ARCA,C,1,15,3,1,Swap
3,B,7,1,HYGL,C,3,15,0,0,NA
3,B,7,2,VERO,T,2,15,0,0,NA
3,B,7,8,PEAI,T,1,15,0,1,NA
3,B,7,9,PLDE,E,3,15,0,4,NA
3,B,8,1,TRCY,T,1,15,0,0,Swap
3,B,8,2,PLDE,E,2,15,0,0,NA
3,B,8,3,LARO,T,1,15,0,0,NA
3,B,8,4,LARO,E,3,15,0,4,NA
3,B,8,6,VERO,E,3,15,0,5,NA
3,B,8,7,TRCY,E,3,15,0,10,NA
3,B,8,8,PLDE,C,3,15,0,5,NA
3,B,8,9,TROR,C,2,15,0,1,NA
3,B,9,1,POLE,E,3,15,0,0,NA
3,B,9,2,LARO,T,2,15,0,2,NA
3,B,9,3,HYGL,C,2,15,0,0,NA
3,B,9,4,TRCY,T,2,15,0,4,NA
3,B,9,6,HYGL,E,2,15,0,1,Plus 1g
3,B,9,7,PEAI,C,1,15,0,2,NA
3,B,9,8,VERO,C,3,15,0,0,NA
3,B,9,9,PEAI,C,2,15,0,3,NA
3,B,10,1,ARCA,C,2,15,0,2,NA
3,B,10,2,PLDE,C,1,15,0,1,NA
3,B,10,3,TRCY,E,2,15,0,0,NA
3,B,10,4,POLE,T,1,15,0,0,NA
3,B,10,6,POLE,T,2,15,0,0,NA
3,B,10,7,ARCA,E,2,15,0,2,NA
3,B,10,8,HYGL,E,1,15,0,1,NA
3,B,10,9,TROR,C,3,15,0,1,NA
3,C,1,1,HYGL,E,2,15,0,0,NA
3,C,1,2,LARO,C,3,15,0,2,Swap
3,C,1,3,VERO,C,1,15,0,8,Swap
3,C,1,4,VERO,E,1,15,0,9,NA
3,C,1,5,POLE,C,2,15,0,0,NA
3,C,1,6,POLE,E,1,15,0,0,NA
3,C,1,7,ARCA,T,1,15,0,7,NA
3,C,1,8,VERO,T,1,15,0,0,NA
3,C,1,9,HYGL,C,3,15,0,0,NA
3,C,2,1,TRCY,C,1,15,0,2,NA
3,C,2,2,PEAI,E,1,15,0,7,Plus 2g
3,C,2,3,TROR,E,1,15,0,4,NA
3,C,2,4,VERO,T,2,15,0,1,Swap
3,C,2,5,VERO,C,3,15,0,4,NA
3,C,2,6,TROR,C,3,15,0,3,NA
3,C,2,7,PLDE,C,3,15,0,2,NA
3,C,2,8,PLDE,C,2,15,0,0,NA
3,C,2,9,PEAI,T,1,15,0,0,Swap
3,C,3,1,HYGL,T,1,15,0,0,NA
3,C,3,2,POLE,C,3,15,0,0,NA
3,C,3,3,HYGL,C,2,15,0,0,NA
3,C,3,4,TROR,E,3,15,0,3,NA
3,C,3,5,TROR,C,2,15,0,10,NA
3,C,3,6,LARO,E,1,15,0,1,NA
3,C,3,7,ARCA,E,2,15,0,1,NA
3,C,3,8,VERO,E,2,15,0,5,NA
3,C,3,9,LARO,T,2,15,0,0,Swap
3,C,4,1,LARO,C,1,15,0,1,NA
3,C,4,2,LARO,T,1,15,0,0,NA
3,C,4,3,PLDE,T,2,15,0,0,NA
3,C,4,4,TROR,T,2,15,0,4,NA
3,C,4,5,LARO,C,2,15,0,1,NA
3,C,4,6,TRCY,E,1,15,0,6,NA
3,C,4,7,HYGL,E,3,15,0,0,NA
3,C,4,8,HYGL,C,1,15,0,0,NA
3,C,4,9,TRCY,C,3,15,0,6,NA
3,C,5,1,TRCY,E,3,15,0,13,NA
3,C,5,2,ARCA,C,1,15,0,3,NA
3,C,5,8,PEAI,T,2,15,0,0,Swap
3,C,5,9,LARO,E,3,15,0,2,NA
3,C,6,1,HYGL,E,1,15,0,0,NA
3,C,6,2,PEAI,C,3,15,0,2,Plus 1g
3,C,6,8,POLE,T,1,15,0,0,NA
3,C,6,9,ARCA,C,3,15,3,0,NA
3,C,7,1,ARCA,C,2,15,1,5,NA
3,C,7,2,PLDE,E,3,15,0,0,NA
3,C,7,8,POLE,T,2,15,0,0,Swap
3,C,7,9,TRCY,C,2,15,0,13,NA
3,C,8,1,TRCY,E,2,15,0,13,NA
3,C,8,2,VERO,C,2,15,0,1,NA
3,C,8,3,PEAI,E,3,15,0,4,Swap
3,C,8,4,HYGL,T,2,15,0,0,NA
3,C,8,6,TROR,E,2,15,0,7,Swap
3,C,8,7,POLE,C,1,15,0,2,Swap
3,C,8,8,ARCA,E,1,15,2,1,NA
3,C,8,9,POLE,E,3,15,0,0,NA
3,C,9,1,PLDE,E,1,15,0,1,NA
3,C,9,2,TRCY,T,1,15,0,11,NA
3,C,9,3,POLE,E,2,15,0,0,NA
3,C,9,4,PEAI,E,2,15,0,5,Swap
3,C,9,6,PEAI,C,1,15,0,4,Swap
3,C,9,7,VERO,E,3,15,0,5,NA
3,C,9,8,TROR,T,1,15,0,6,NA
3,C,9,9,PLDE,E,2,14,0,1,Lost a seed
3,C,10,1,PLDE,C,1,15,0,9,NA
3,C,10,2,TROR,C,1,15,0,4,Swap
3,C,10,3,ARCA,T,2,15,0,2,NA
3,C,10,4,PEAI,C,2,15,0,1,Swap
3,C,10,6,PLDE,T,1,15,0,0,NA
3,C,10,7,LARO,E,2,15,0,1,NA
3,C,10,8,TRCY,T,2,15,0,14,NA
3,C,10,9,ARCA,E,3,15,1,2,NA
4,A,1,1,POLE,E,2,15,0,2,NA
4,A,1,2,LARO,E,2,15,0,8,NA
4,A,1,3,POLE,C,1,15,0,0,NA
4,A,1,4,TROR,E,1,15,0,7,Plus 1g
4,A,1,5,VERO,E,1,15,0,9,NA
4,A,1,6,TRCY,T,2,15,0,11,NA
4,A,1,7,ARCA,E,2,15,0,4,NA
4,A,1,8,ARCA,C,2,15,0,5,NA
4,A,1,9,TRCY,C,3,15,0,2,NA
4,A,2,1,TRCY,E,1,15,0,7,NA
4,A,2,2,VERO,C,2,15,0,11,Swap
4,A,2,3,HYGL,E,1,15,0,6,NA
4,A,2,4,LARO,E,1,15,0,5,May be dead
4,A,2,5,VERO,T,2,15,0,0,Swap
4,A,2,6,PEAI,T,2,15,0,10,NA
4,A,2,7,VERO,T,1,15,0,7,NA
4,A,2,8,HYGL,T,2,15,0,0,NA
4,A,2,9,TRCY,E,2,15,0,6,NA
4,A,3,1,PEAI,C,1,15,0,13,Plus 1g
4,A,3,2,LARO,C,2,15,0,8,NA
4,A,3,3,TROR,E,3,15,0,10,NA
4,A,3,4,LARO,E,3,15,0,6,NA
4,A,3,5,TRCY,C,1,15,0,14,NA
4,A,3,6,PEAI,E,2,15,0,6,NA
4,A,3,7,VERO,C,3,15,0,8,NA
4,A,3,8,ARCA,T,2,15,0,0,NA
4,A,3,9,HYGL,C,3,15,0,7,NA
4,A,4,1,POLE,T,1,15,0,0,NA
4,A,4,2,PLDE,C,3,15,0,8,NA
4,A,4,3,TRCY,T,1,15,0,10,NA
4,A,4,4,TROR,T,1,15,0,5,"Dodder and cut, unlikely to survive"
4,A,4,5,POLE,C,2,15,0,0,NA
4,A,4,6,ARCA,C,1,15,0,1,NA
4,A,4,7,VERO,C,1,15,0,10,NA
4,A,4,8,LARO,C,1,15,0,3,NA
4,A,4,9,HYGL,E,2,15,0,4,NA
4,A,5,1,ARCA,E,1,15,0,9,Plus 1g
4,A,5,2,POLE,T,2,15,0,0,NA
4,A,5,8,ARCA,E,3,15,0,2,NA
4,A,5,9,PLDE,C,1,15,0,4,NA
4,A,6,1,POLE,E,3,15,0,1,NA
4,A,6,2,PEAI,E,1,15,0,5,Never thinned
4,A,6,8,ARCA,T,1,15,0,0,NA
4,A,6,9,TROR,T,2,15,0,11,NA
4,A,7,1,PEAI,C,2,15,0,6,NA
4,A,7,2,POLE,C,3,15,0,6,NA
4,A,7,8,LARO,T,1,15,0,3,NA
4,A,7,9,PLDE,E,1,15,0,7,NA
4,A,8,1,PLDE,T,1,15,0,10,NA
4,A,8,2,Blank,Blank,Blank,15,0,NA,Blank subplot; was PLDE T2
4,A,8,3,PEAI,C,3,15,0,10,Plus 2g
4,A,8,4,TROR,E,2,15,0,8,NA
4,A,8,6,HYGL,T,1,15,0,0,Swap
4,A,8,7,HYGL,C,2,15,0,6,NA
4,A,8,8,PEAI,T,1,15,0,8,Plus 3g
4,A,8,9,PLDE,C,2,15,0,11,NA
4,A,9,1,ARCA,C,3,15,0,1,NA
4,A,9,2,TROR,C,2,15,0,8,NA
4,A,9,3,LARO,T,2,15,0,6,NA
4,A,9,4,VERO,E,3,15,0,6,NA
4,A,9,6,PEAI,E,3,15,0,3,NA
4,A,9,7,TROR,C,1,15,0,9,NA
4,A,9,8,TROR,C,3,15,0,12,NA
4,A,9,9,POLE,E,1,15,0,0,NA
4,A,10,1,TRCY,C,2,15,0,12,NA
4,A,10,2,TRCY,E,3,15,0,12,NA
4,A,10,3,LARO,C,3,15,0,4,NA
4,A,10,4,PLDE,E,3,15,0,13,NA
4,A,10,6,VERO,E,2,15,0,10,NA
4,A,10,7,PLDE,E,2,15,0,5,NA
4,A,10,8,HYGL,C,1,15,0,7,Swap
4,A,10,9,HYGL,E,3,15,0,5,NA
4,B,1,1,POLE,E,3,15,0,0,NA
4,B,1,2,VERO,E,3,15,0,12,NA
4,B,1,3,LARO,C,3,15,0,3,No seeds
4,B,1,4,VERO,E,1,15,0,9,NA
4,B,1,5,POLE,C,3,15,0,0,NA
4,B,1,6,LARO,E,3,15,0,5,NA
4,B,1,7,PLDE,C,3,15,0,12,NA
4,B,1,8,VERO,C,2,15,0,8,NA
4,B,1,9,POLE,C,2,15,0,0,NA
4,B,2,1,ARCA,T,2,15,0,6,Plus 1g
4,B,2,2,ARCA,E,1,15,0,9,Swap
4,B,2,3,LARO,E,1,15,0,1,NA
4,B,2,4,POLE,E,2,15,0,0,NA
4,B,2,5,TRCY,C,1,15,0,9,NA
4,B,2,6,ARCA,T,1,15,0,4,Swap. Not thinned
4,B,2,7,ARCA,C,3,15,0,4,Swap
4,B,2,8,TROR,C,2,15,0,4,NA
4,B,2,9,TRCY,T,1,15,0,2,NA
4,B,3,1,TROR,C,3,15,0,3,NA
4,B,3,2,TRCY,C,3,15,0,4,NA
4,B,3,3,TRCY,T,2,15,0,7,NA
4,B,3,4,PEAI,T,1,15,0,8,Plus 1g
4,B,3,5,VERO,C,1,15,0,8,Swap
4,B,3,6,TROR,E,2,15,0,8,NA
4,B,3,7,HYGL,C,1,15,0,4,NA
4,B,3,8,PLDE,E,2,15,0,5,NA
4,B,3,9,ARCA,C,2,15,0,8,Plus 3g
4,B,4,1,LARO,C,2,15,0,5,NA
4,B,4,2,PEAI,E,3,15,0,1,NA
4,B,4,3,POLE,E,1,15,0,0,NA
4,B,4,4,HYGL,E,1,15,0,2,"One flower open and seeds lost, one seed picked up, another flower broke off and collected"
4,B,4,5,POLE,C,1,15,0,0,NA
4,B,4,6,TRCY,E,1,15,0,9,NA
4,B,4,7,ARCA,E,2,15,0,5,NA
4,B,4,8,TROR,T,1,15,0,0,Swap
4,B,4,9,PEAI,C,2,15,0,1,NA
4,B,5,1,LARO,T,2,15,0,3,NA
4,B,5,2,POLE,T,2,15,0,0,NA
4,B,5,8,LARO,E,2,15,0,3,NA
4,B,5,9,HYGL,T,1,15,0,0,Swap
4,B,6,1,HYGL,E,2,15,0,2,Swap
4,B,6,2,VERO,T,2,15,0,0,NA
4,B,6,8,TRCY,E,3,15,0,7,NA
4,B,6,9,VERO,T,1,15,0,0,Swap
4,B,7,1,LARO,C,1,15,0,1,NA
4,B,7,2,ARCA,E,3,15,0,4,Where sheet fell?
4,B,7,8,PLDE,C,1,15,0,6,NA
4,B,7,9,PEAI,C,1,15,0,1,NA
4,B,8,1,Blank,Blank,Blank,15,0,NA,NA
4,B,8,2,HYGL,E,3,15,0,2,Swap
4,B,8,3,TRCY,E,2,15,0,7,NA
4,B,8,4,PEAI,T,2,15,0,0,NA
4,B,8,6,PLDE,T,1,15,0,0,Swap
4,B,8,7,PLDE,C,2,15,0,5,Swap
4,B,8,8,HYGL,C,3,15,0,4,NA
4,B,8,9,PEAI,E,2,15,0,7,NA
4,B,9,1,LARO,T,1,15,0,0,NA
4,B,9,2,PLDE,E,1,15,0,5,NA
4,B,9,3,PLDE,E,3,15,0,8,NA
4,B,9,4,PEAI,C,3,15,0,5,NA
4,B,9,6,TROR,E,3,15,0,5,Swap
4,B,9,7,TROR,C,1,15,0,8,NA
4,B,9,8,VERO,C,3,15,0,12,NA
4,B,9,9,VERO,E,2,15,0,7,NA
4,B,10,1,TROR,T,2,15,0,10,NA
4,B,10,2,TROR,E,1,15,0,8,NA
4,B,10,3,HYGL,C,2,15,0,1,NA
4,B,10,4,HYGL,T,2,15,0,0,Swap
4,B,10,6,TRCY,C,2,15,0,8,NA
4,B,10,7,ARCA,C,1,15,0,8,Swap
4,B,10,8,PEAI,E,1,15,0,7,Plus 2g
4,B,10,9,POLE,T,1,15,0,0,NA
4,C,1,1,TRCY,E,2,15,0,7,NA
4,C,1,2,PLDE,T,1,15,0,11,Swap
4,C,1,3,HYGL,E,1,15,0,0,NA
4,C,1,4,LARO,T,1,15,0,0,Swap
4,C,1,5,TRCY,C,1,15,0,9,NA
4,C,1,6,HYGL,E,2,15,0,2,NA
4,C,1,7,PLDE,E,1,15,0,8,Plus 1g
4,C,1,8,PEAI,E,3,15,0,9,NA
4,C,1,9,VERO,E,1,15,0,0,NA
4,C,2,1,POLE,E,2,15,0,1,NA
4,C,2,2,ARCA,C,1,15,0,5,NA
4,C,2,3,ARCA,E,1,15,0,5,NA
4,C,2,4,TROR,C,3,15,0,3,NA
4,C,2,5,VERO,C,2,15,0,3,NA
4,C,2,6,TROR,E,2,15,0,6,NA
4,C,2,7,VERO,T,2,15,0,0,NA
4,C,2,8,PLDE,C,2,15,0,9,NA
4,C,2,9,TROR,E,1,15,0,8,NA
4,C,3,1,PEAI,T,2,15,0,10,Plus 1g
4,C,3,2,POLE,E,1,15,0,0,NA
4,C,3,3,TROR,E,3,15,0,11,NA
4,C,3,4,PLDE,C,1,15,0,9,NA
4,C,3,5,ARCA,C,3,15,0,3,NA
4,C,3,6,HYGL,C,2,15,0,2,Swap
4,C,3,7,HYGL,T,1,15,0,0,Swap
4,C,3,8,PLDE,E,2,15,0,8,Swap
4,C,3,9,VERO,E,3,15,0,6,NA
4,C,4,1,PLDE,C,3,15,0,9,NA
4,C,4,2,POLE,C,3,15,0,1,NA
4,C,4,3,VERO,C,3,15,0,0,NA
4,C,4,4,LARO,C,3,15,0,1,NA
4,C,4,5,ARCA,E,2,15,0,8,NA
4,C,4,6,PLDE,E,3,15,0,6,NA
4,C,4,7,TRCY,T,1,15,0,9,NA
4,C,4,8,POLE,T,1,15,0,0,NA
4,C,4,9,TRCY,E,1,15,0,6,NA
4,C,5,1,PLDE,T,2,15,0,0,NA
4,C,5,2,ARCA,T,2,15,0,10,NA
4,C,5,8,LARO,E,2,15,0,8,NA
4,C,5,9,TROR,T,2,15,0,10,NA
4,C,6,1,POLE,C,1,15,0,1,NA
4,C,6,2,LARO,E,1,15,0,4,Swap
4,C,6,8,VERO,E,2,15,0,0,NA
4,C,6,9,ARCA,C,2,15,0,4,NA
4,C,7,1,HYGL,E,3,15,0,0,NA
4,C,7,2,PEAI,C,1,15,0,7,NA
4,C,7,8,PEAI,C,2,15,0,6,Plus 1g
4,C,7,9,TROR,T,1,15,0,10,NA
4,C,8,1,ARCA,E,3,15,0,6,Plus 1g
4,C,8,2,POLE,T,2,15,0,0,NA
4,C,8,3,TRCY,E,3,15,0,5,NA
4,C,8,4,LARO,C,2,15,0,5,Swap
4,C,8,6,TRCY,C,3,15,0,3,NA
4,C,8,7,TROR,C,2,15,0,2,NA
4,C,8,8,ARCA,T,1,15,0,3,NA
4,C,8,9,PEAI,E,2,15,0,3,NA
4,C,9,1,TRCY,T,2,15,0,1,NA
4,C,9,2,POLE,E,3,15,0,0,NA
4,C,9,3,LARO,T,2,15,0,0,Swap
4,C,9,4,PEAI,C,3,15,0,7,NA
4,C,9,6,POLE,C,2,15,0,0,NA
4,C,9,7,LARO,C,1,15,0,5,NA
4,C,9,8,LARO,E,3,15,0,5,NA
4,C,9,9,TROR,C,1,15,0,1,NA
4,C,10,1,VERO,T,1,15,0,0,NA
4,C,10,2,PEAI,T,1,15,0,4,NA
4,C,10,3,HYGL,C,3,15,0,0,NA
4,C,10,4,TRCY,C,2,15,0,7,NA
4,C,10,6,HYGL,T,2,15,0,0,Swap
4,C,10,7,HYGL,C,1,15,0,2,Swap
4,C,10,8,VERO,C,1,15,0,9,NA
4,C,10,9,PEAI,E,1,15,0,9,NA
5,A,1,1,Blank,Blank,Blank,15,0,NA,"Blank subplot, was PLDE E 2"
5,A,1,2,VERO,T,2,15,0,0,Swap
5,A,1,3,Blank,Blank,Blank,15,0,NA,"Blank subplot, was PLDE C2"
5,A,1,4,TROR,C,2,15,0,1,NA
5,A,1,5,HYGL,E,3,15,0,1,NA
5,A,1,6,ARCA,C,1,15,0,1,NA
5,A,1,7,POLE,E,1,15,0,2,NA
5,A,1,8,ARCA,C,3,15,2,0,NA
5,A,1,9,PEAI,E,3,15,0,4,Swap; plus 1g
5,A,2,1,VERO,E,3,15,0,0,NA
5,A,2,2,TRCY,C,1,15,0,0,NA
5,A,2,3,POLE,T,1,15,0,0,NA
