Product code,Station number,Year,Month,monthly_total_precipitation_mm,Quality
IDCJAC0001,8107,1984,11,32.2,Y
IDCJAC0001,8107,1984,12,3.6,Y
IDCJAC0001,8107,1985,1,0,Y
IDCJAC0001,8107,1985,2,25.4,Y
IDCJAC0001,8107,1985,3,15,Y
IDCJAC0001,8107,1985,4,0,Y
IDCJAC0001,8107,1985,5,29.2,Y
IDCJAC0001,8107,1985,6,35,Y
IDCJAC0001,8107,1985,7,67.1,Y
IDCJAC0001,8107,1985,8,30.3,Y
IDCJAC0001,8107,1985,9,20.6,Y
IDCJAC0001,8107,1985,10,10,Y
IDCJAC0001,8107,1985,11,3,Y
IDCJAC0001,8107,1985,12,4.4,Y
IDCJAC0001,8107,1986,1,8,Y
IDCJAC0001,8107,1986,2,50.2,Y
IDCJAC0001,8107,1986,3,14,Y
IDCJAC0001,8107,1986,4,0,Y
IDCJAC0001,8107,1986,5,81.8,Y
IDCJAC0001,8107,1986,6,80.2,Y
IDCJAC0001,8107,1986,7,41.4,Y
IDCJAC0001,8107,1986,8,39.6,Y
IDCJAC0001,8107,1986,9,18,Y
IDCJAC0001,8107,1986,10,15.8,Y
IDCJAC0001,8107,1986,11,0,Y
IDCJAC0001,8107,1986,12,2.4,Y
IDCJAC0001,8107,1987,1,1.4,Y
IDCJAC0001,8107,1987,2,2.8,Y
IDCJAC0001,8107,1987,3,21,Y
IDCJAC0001,8107,1987,4,18.4,Y
IDCJAC0001,8107,1987,5,37,Y
IDCJAC0001,8107,1987,6,39,Y
IDCJAC0001,8107,1987,7,47.4,Y
IDCJAC0001,8107,1987,8,36.9,Y
IDCJAC0001,8107,1987,9,5.2,Y
IDCJAC0001,8107,1987,10,16.8,Y
IDCJAC0001,8107,1987,11,15.4,Y
IDCJAC0001,8107,1987,12,4.2,Y
IDCJAC0001,8107,1988,1,0,Y
IDCJAC0001,8107,1988,2,14,Y
IDCJAC0001,8107,1988,3,27.1,Y
IDCJAC0001,8107,1988,4,53,Y
IDCJAC0001,8107,1988,5,146.2,Y
IDCJAC0001,8107,1988,6,37.1,Y
IDCJAC0001,8107,1988,7,59.3,Y
IDCJAC0001,8107,1988,8,47.7,Y
IDCJAC0001,8107,1988,9,17.4,Y
IDCJAC0001,8107,1988,10,11,Y
IDCJAC0001,8107,1988,11,7.4,Y
IDCJAC0001,8107,1988,12,41.7,Y
IDCJAC0001,8107,1989,1,4.2,Y
IDCJAC0001,8107,1989,2,22.4,Y
IDCJAC0001,8107,1989,3,1.2,Y
IDCJAC0001,8107,1989,4,35.3,Y
IDCJAC0001,8107,1989,5,84.2,Y
IDCJAC0001,8107,1989,6,109.4,Y
IDCJAC0001,8107,1989,7,18.6,Y
IDCJAC0001,8107,1989,8,17.4,Y
IDCJAC0001,8107,1989,9,6.8,Y
IDCJAC0001,8107,1989,10,15.7,Y
IDCJAC0001,8107,1989,11,0,Y
IDCJAC0001,8107,1989,12,0,Y
IDCJAC0001,8107,1990,1,22.2,Y
IDCJAC0001,8107,1990,2,24.4,Y
IDCJAC0001,8107,1990,3,10.4,Y
IDCJAC0001,8107,1990,4,20.4,Y
IDCJAC0001,8107,1990,5,24.2,Y
IDCJAC0001,8107,1990,6,36.6,Y
IDCJAC0001,8107,1990,7,52.4,Y
IDCJAC0001,8107,1990,8,33.4,Y
IDCJAC0001,8107,1990,9,14.2,Y
IDCJAC0001,8107,1990,10,74,Y
IDCJAC0001,8107,1990,11,0,Y
IDCJAC0001,8107,1990,12,2.2,Y
IDCJAC0001,8107,1991,1,36,Y
IDCJAC0001,8107,1991,2,0,Y
IDCJAC0001,8107,1991,3,3.8,Y
IDCJAC0001,8107,1991,4,8.8,Y
IDCJAC0001,8107,1991,5,14.4,Y
IDCJAC0001,8107,1991,6,29,Y
IDCJAC0001,8107,1991,7,34.8,Y
IDCJAC0001,8107,1991,8,16,Y
IDCJAC0001,8107,1991,9,7.6,Y
IDCJAC0001,8107,1991,10,8.4,Y
IDCJAC0001,8107,1991,11,16.4,Y
IDCJAC0001,8107,1991,12,23.6,Y
IDCJAC0001,8107,1992,1,15.6,Y
IDCJAC0001,8107,1992,2,6.6,Y
IDCJAC0001,8107,1992,3,42,Y
IDCJAC0001,8107,1992,4,37.6,Y
IDCJAC0001,8107,1992,5,3,Y
IDCJAC0001,8107,1992,6,68.8,Y
IDCJAC0001,8107,1992,7,15.4,Y
IDCJAC0001,8107,1992,8,111.2,Y
IDCJAC0001,8107,1992,9,43.7,Y
IDCJAC0001,8107,1992,10,2,Y
IDCJAC0001,8107,1992,11,5.8,Y
IDCJAC0001,8107,1992,12,2.4,Y
IDCJAC0001,8107,1993,1,24.4,Y
IDCJAC0001,8107,1993,2,0.4,Y
IDCJAC0001,8107,1993,3,0,Y
IDCJAC0001,8107,1993,4,119,Y
IDCJAC0001,8107,1993,5,33.3,Y
IDCJAC0001,8107,1993,6,55,Y
IDCJAC0001,8107,1993,7,33.4,Y
IDCJAC0001,8107,1993,8,31,Y
IDCJAC0001,8107,1993,9,23.2,Y
IDCJAC0001,8107,1993,10,8.2,Y
IDCJAC0001,8107,1993,11,23.2,Y
IDCJAC0001,8107,1993,12,0,Y
IDCJAC0001,8107,1994,1,0,Y
IDCJAC0001,8107,1994,2,59,Y
IDCJAC0001,8107,1994,3,0,Y
IDCJAC0001,8107,1994,4,0,Y
IDCJAC0001,8107,1994,5,68.4,Y
IDCJAC0001,8107,1994,6,31.8,Y
IDCJAC0001,8107,1994,7,21.2,Y
IDCJAC0001,8107,1994,8,52.2,Y
IDCJAC0001,8107,1994,9,16.8,Y
IDCJAC0001,8107,1994,10,3,Y
IDCJAC0001,8107,1994,11,0,Y
IDCJAC0001,8107,1994,12,0,Y
IDCJAC0001,8107,1995,1,10,Y
IDCJAC0001,8107,1995,2,42.8,Y
IDCJAC0001,8107,1995,3,12.6,Y
IDCJAC0001,8107,1995,4,40.6,Y
IDCJAC0001,8107,1995,5,31.8,Y
IDCJAC0001,8107,1995,6,61.8,Y
IDCJAC0001,8107,1995,7,83.2,Y
IDCJAC0001,8107,1995,8,14.8,Y
IDCJAC0001,8107,1995,9,28.6,Y
IDCJAC0001,8107,1995,10,9,Y
IDCJAC0001,8107,1995,11,4.6,Y
IDCJAC0001,8107,1995,12,6.4,Y
IDCJAC0001,8107,1996,1,0,Y
IDCJAC0001,8107,1996,2,12,Y
IDCJAC0001,8107,1996,3,0,Y
IDCJAC0001,8107,1996,4,29.6,Y
IDCJAC0001,8107,1996,5,18,Y
IDCJAC0001,8107,1996,6,76.2,Y
IDCJAC0001,8107,1996,7,111.4,Y
IDCJAC0001,8107,1996,8,59.8,Y
IDCJAC0001,8107,1996,9,26,Y
IDCJAC0001,8107,1996,10,8.6,Y
IDCJAC0001,8107,1996,11,16.6,Y
IDCJAC0001,8107,1996,12,4.2,Y
IDCJAC0001,8107,1997,1,1,Y
IDCJAC0001,8107,1997,2,31.6,Y
IDCJAC0001,8107,1997,3,0,Y
IDCJAC0001,8107,1997,4,74.6,Y
IDCJAC0001,8107,1997,5,38.8,Y
IDCJAC0001,8107,1997,6,18.4,Y
IDCJAC0001,8107,1997,7,32.6,Y
IDCJAC0001,8107,1997,8,68.2,Y
IDCJAC0001,8107,1997,9,24.8,Y
IDCJAC0001,8107,1997,10,10.8,Y
IDCJAC0001,8107,1997,11,12.4,Y
IDCJAC0001,8107,1997,12,0,Y
IDCJAC0001,8107,1998,1,0,Y
IDCJAC0001,8107,1998,2,0,Y
IDCJAC0001,8107,1998,3,5,Y
IDCJAC0001,8107,1998,4,1.4,Y
IDCJAC0001,8107,1998,5,87.2,Y
IDCJAC0001,8107,1998,6,69.8,Y
IDCJAC0001,8107,1998,7,70.8,Y
IDCJAC0001,8107,1998,8,33,Y
IDCJAC0001,8107,1998,9,12.6,Y
IDCJAC0001,8107,1998,10,5.4,Y
IDCJAC0001,8107,1998,11,15.4,Y
IDCJAC0001,8107,1998,12,25.8,Y
IDCJAC0001,8107,1999,1,0,Y
IDCJAC0001,8107,1999,2,0,Y
IDCJAC0001,8107,1999,3,124.4,Y
IDCJAC0001,8107,1999,4,4.6,Y
IDCJAC0001,8107,1999,5,233.4,Y
IDCJAC0001,8107,1999,6,37.4,Y
IDCJAC0001,8107,1999,7,54.8,Y
IDCJAC0001,8107,1999,8,18,Y
IDCJAC0001,8107,1999,9,43,Y
IDCJAC0001,8107,1999,10,19.6,Y
IDCJAC0001,8107,1999,11,7.4,Y
IDCJAC0001,8107,1999,12,15.8,Y
IDCJAC0001,8107,2000,1,59.4,Y
IDCJAC0001,8107,2000,2,0,Y
IDCJAC0001,8107,2000,3,126.8,Y
IDCJAC0001,8107,2000,4,3.6,Y
IDCJAC0001,8107,2000,5,4.2,Y
IDCJAC0001,8107,2000,6,17.2,Y
IDCJAC0001,8107,2000,7,47.4,Y
IDCJAC0001,8107,2000,8,30.8,Y
IDCJAC0001,8107,2000,9,19.6,Y
IDCJAC0001,8107,2000,10,1,Y
IDCJAC0001,8107,2000,11,1.2,Y
IDCJAC0001,8107,2000,12,6.4,Y
IDCJAC0001,8107,2001,1,99.2,Y
IDCJAC0001,8107,2001,2,36.2,Y
IDCJAC0001,8107,2001,3,38,Y
IDCJAC0001,8107,2001,4,0,Y
IDCJAC0001,8107,2001,5,32,Y
IDCJAC0001,8107,2001,6,6,Y
IDCJAC0001,8107,2001,7,55.4,Y
IDCJAC0001,8107,2001,9,33.2,Y
IDCJAC0001,8107,2001,10,17.4,Y
IDCJAC0001,8107,2001,11,31.4,Y
IDCJAC0001,8107,2001,12,0,Y
IDCJAC0001,8107,2002,1,6.6,Y
IDCJAC0001,8107,2002,2,0,Y
IDCJAC0001,8107,2002,3,20.8,Y
IDCJAC0001,8107,2002,4,32.5,Y
IDCJAC0001,8107,2002,5,13.4,Y
IDCJAC0001,8107,2002,6,28.4,Y
IDCJAC0001,8107,2002,7,33.4,Y
IDCJAC0001,8107,2002,8,23.4,Y
IDCJAC0001,8107,2002,9,9.2,Y
IDCJAC0001,8107,2002,10,13.5,Y
IDCJAC0001,8107,2002,11,1.8,Y
IDCJAC0001,8107,2002,12,37.8,Y
IDCJAC0001,8107,2003,1,0,Y
IDCJAC0001,8107,2003,2,0,Y
IDCJAC0001,8107,2003,3,14.2,Y
IDCJAC0001,8107,2003,4,8.6,Y
IDCJAC0001,8107,2003,5,49.2,Y
IDCJAC0001,8107,2003,6,28.4,Y
IDCJAC0001,8107,2003,7,29,Y
IDCJAC0001,8107,2003,8,64.4,Y
IDCJAC0001,8107,2003,9,23.4,Y
IDCJAC0001,8107,2003,10,3,Y
IDCJAC0001,8107,2003,11,5.1,Y
IDCJAC0001,8107,2003,12,0,Y
IDCJAC0001,8107,2004,1,0,Y
IDCJAC0001,8107,2004,2,41.6,Y
IDCJAC0001,8107,2004,3,0,Y
IDCJAC0001,8107,2004,4,13.2,Y
IDCJAC0001,8107,2004,5,32.8,Y
IDCJAC0001,8107,2004,6,36.7,Y
IDCJAC0001,8107,2004,8,21.6,Y
IDCJAC0001,8107,2004,9,33,Y
IDCJAC0001,8107,2004,11,5,Y
IDCJAC0001,8107,2004,12,0,Y
IDCJAC0001,8107,2005,1,0,Y
IDCJAC0001,8107,2005,2,1.5,Y
IDCJAC0001,8107,2005,3,44.6,Y
IDCJAC0001,8107,2005,4,13,Y
IDCJAC0001,8107,2005,5,80.3,Y
IDCJAC0001,8107,2005,6,76.2,Y
IDCJAC0001,8107,2005,7,5.2,Y
IDCJAC0001,8107,2005,8,47.7,Y
IDCJAC0001,8107,2005,9,28.6,Y
IDCJAC0001,8107,2005,10,7.9,Y
IDCJAC0001,8107,2005,11,0,Y
IDCJAC0001,8107,2005,12,0,Y
IDCJAC0001,8107,2006,1,127,Y
IDCJAC0001,8107,2006,2,6.8,Y
IDCJAC0001,8107,2006,3,0.8,Y
IDCJAC0001,8107,2006,4,28,Y
IDCJAC0001,8107,2006,5,1.6,Y
IDCJAC0001,8107,2006,6,10,Y
IDCJAC0001,8107,2006,7,12.7,Y
IDCJAC0001,8107,2006,8,20.3,Y
IDCJAC0001,8107,2006,9,20.8,Y
IDCJAC0001,8107,2006,10,0,Y
IDCJAC0001,8107,2006,11,0.4,Y
IDCJAC0001,8107,2007,1,7.5,Y
IDCJAC0001,8107,2007,2,8,Y
IDCJAC0001,8107,2007,3,12.5,Y
IDCJAC0001,8107,2007,4,1.8,Y
IDCJAC0001,8107,2007,5,15.7,Y
IDCJAC0001,8107,2007,6,10.9,Y
IDCJAC0001,8107,2007,7,36.1,Y
IDCJAC0001,8107,2007,8,7.9,Y
IDCJAC0001,8107,2007,10,8.6,Y
IDCJAC0001,8107,2007,11,1.3,Y
IDCJAC0001,8107,2007,12,0.6,Y
IDCJAC0001,8107,2008,1,0,Y
IDCJAC0001,8107,2008,2,66.8,Y
IDCJAC0001,8107,2008,3,0,Y
IDCJAC0001,8107,2008,4,22.6,Y
IDCJAC0001,8107,2008,5,0.5,Y
IDCJAC0001,8107,2008,6,26.2,Y
IDCJAC0001,8107,2008,7,42.3,Y
IDCJAC0001,8107,2008,8,10.3,Y
IDCJAC0001,8107,2008,9,13.2,Y
IDCJAC0001,8107,2008,10,18.6,Y
IDCJAC0001,8107,2008,11,5.4,Y
IDCJAC0001,8107,2008,12,0.8,Y
IDCJAC0001,8107,2009,1,52.2,Y
IDCJAC0001,8107,2009,2,7,Y
IDCJAC0001,8107,2009,3,12,Y
IDCJAC0001,8107,2009,4,7.2,Y
IDCJAC0001,8107,2009,5,25.8,Y
IDCJAC0001,8107,2009,7,43.4,Y
IDCJAC0001,8107,2009,8,24.4,Y
IDCJAC0001,8107,2009,9,23.8,Y
IDCJAC0001,8107,2009,10,5,Y
IDCJAC0001,8107,2009,11,12.8,Y
IDCJAC0001,8107,2009,12,11.8,Y
IDCJAC0001,8107,2010,1,0,Y
IDCJAC0001,8107,2010,2,0,Y
IDCJAC0001,8107,2010,3,17.8,N
IDCJAC0001,8107,2010,4,9.2,N
IDCJAC0001,8107,2010,5,9.4,N
IDCJAC0001,8107,2010,6,9.5,N
IDCJAC0001,8107,2010,7,35,N
IDCJAC0001,8107,2010,8,48,Y
IDCJAC0001,8107,2010,9,16,N
IDCJAC0001,8107,2010,10,0,Y
IDCJAC0001,8107,2010,11,0,Y
IDCJAC0001,8107,2010,12,19,N
IDCJAC0001,8107,2011,2,1.5,Y
IDCJAC0001,8107,2011,3,15.5,Y
IDCJAC0001,8107,2011,4,4,Y
IDCJAC0001,8107,2011,5,39.5,Y
IDCJAC0001,8107,2011,6,61.5,Y
IDCJAC0001,8107,2011,7,70,Y
IDCJAC0001,8107,2011,8,51.5,Y
IDCJAC0001,8107,2011,10,41.8,Y
IDCJAC0001,8107,2011,11,4,Y
IDCJAC0001,8107,2011,12,10,Y
IDCJAC0001,8107,2012,1,5,N
IDCJAC0001,8107,2012,9,19.2,Y
IDCJAC0001,8107,2013,3,43.7,Y
IDCJAC0001,8107,2013,4,19.8,Y
IDCJAC0001,8107,2013,5,56.2,N
IDCJAC0001,8107,2013,6,2.9,Y
IDCJAC0001,8107,2013,7,36.6,N
IDCJAC0001,8107,2013,8,36.8,Y
IDCJAC0001,8107,2013,10,2,Y
IDCJAC0001,8107,2014,11,3.2,Y
IDCJAC0001,8107,2015,2,44.5,Y
IDCJAC0001,8107,2015,3,60.7,Y
IDCJAC0001,8107,2015,4,20.7,Y
IDCJAC0001,8107,2015,5,15.4,Y
IDCJAC0001,8107,2015,8,66.3,Y
IDCJAC0001,8107,2015,9,2.8,Y
IDCJAC0001,8107,2015,10,0,Y
IDCJAC0001,8107,2015,11,12,Y
IDCJAC0001,8107,2015,12,0,Y
IDCJAC0001,8107,2016,1,25.3,Y
IDCJAC0001,8107,2016,2,0,Y
IDCJAC0001,8107,2016,3,29.3,Y
IDCJAC0001,8107,2016,4,42.9,Y
IDCJAC0001,8107,2016,5,29.4,Y
IDCJAC0001,8107,2016,6,28.8,Y
IDCJAC0001,8107,2017,1,16.2,Y
IDCJAC0001,8107,2017,2,61.5,Y
IDCJAC0001,8107,2017,3,2.6,Y
IDCJAC0001,8107,2017,4,4.4,Y
IDCJAC0001,8107,2017,5,9.8,Y
IDCJAC0001,8107,2017,6,4.6,Y
IDCJAC0001,8107,2017,7,17.3,Y
IDCJAC0001,8107,2017,8,56.7,Y
IDCJAC0001,8107,2017,9,17,Y
IDCJAC0001,8107,2017,10,4.8,Y
IDCJAC0001,8107,2017,11,0,Y
IDCJAC0001,8107,2017,12,4,Y
IDCJAC0001,8107,2018,1,55,Y
IDCJAC0001,8107,2018,2,15,Y
IDCJAC0001,8107,2018,3,13,Y
IDCJAC0001,8107,2018,4,0,Y
IDCJAC0001,8107,2018,5,28.4,Y
IDCJAC0001,8107,2018,6,32.6,Y
IDCJAC0001,8107,2018,7,55.6,Y
IDCJAC0001,8107,2018,8,53.4,Y
IDCJAC0001,8107,2018,9,1.2,Y
IDCJAC0001,8107,2018,10,23,Y
IDCJAC0001,8107,2018,11,15.4,Y
IDCJAC0001,8107,2018,12,0.8,Y
IDCJAC0001,8107,2019,1,0,Y
IDCJAC0001,8107,2019,2,14.2,N
IDCJAC0001,8107,2019,3,6,Y
IDCJAC0001,8107,2019,4,5.2,Y
IDCJAC0001,8107,2019,5,2,Y
IDCJAC0001,8107,2019,6,100,Y
IDCJAC0001,8107,2019,7,36.8,Y
IDCJAC0001,8107,2019,8,17.7,Y
IDCJAC0001,8107,2019,9,0,N
IDCJAC0001,8107,2019,10,0,N
IDCJAC0001,8107,2019,11,0,Y
IDCJAC0001,8107,2019,12,0,Y
IDCJAC0001,8107,2020,1,0,Y
IDCJAC0001,8107,2020,2,60.4,N
IDCJAC0001,8107,2020,3,24.2,Y
IDCJAC0001,8107,2020,4,0,Y
IDCJAC0001,8107,2020,5,33.4,Y
IDCJAC0001,8107,2020,6,31.8,N
IDCJAC0001,8107,2020,7,28,Y
IDCJAC0001,8107,2020,8,44,N
IDCJAC0001,8107,2020,9,2.4,Y
IDCJAC0001,8107,2020,10,3.6,Y
IDCJAC0001,8107,2020,11,14,Y
IDCJAC0001,8107,2020,12,4,Y
IDCJAC0001,8107,2021,1,1.8,Y
IDCJAC0001,8107,2021,2,58.4,Y
IDCJAC0001,8107,2021,3,44.2,Y
IDCJAC0001,8107,2021,4,19.6,N
IDCJAC0001,8107,2021,5,62.1,N
IDCJAC0001,8107,2021,6,34.6,Y
IDCJAC0001,8107,2021,7,100,Y
IDCJAC0001,8107,2021,8,17,N
IDCJAC0001,8107,2021,9,12,N
IDCJAC0001,8107,2021,10,23,N
IDCJAC0001,8107,2021,11,9.4,N
IDCJAC0001,8107,2021,12,0,N
IDCJAC0001,8107,2022,1,11,N
IDCJAC0001,8107,2022,2,14,N
IDCJAC0001,8107,2022,3,63.6,N
